2.49E+02	2.14E+02	1.40E+15	9.23E-16	1.49E-13	0.00621
2.50E+02	2.15E+02	1.40E+15	6.51E-16	1.66E-13	0.00392
2.51E+02	2.16E+02	1.39E+15	1.04E-15	1.85E-13	0.00559
2.52E+02	2.17E+02	1.38E+15	9.20E-16	2.06E-13	0.00447
2.53E+02	2.18E+02	1.38E+15	1.15E-15	2.29E-13	0.00501
2.54E+02	2.19E+02	1.37E+15	1.05E-15	2.53E-13	0.00413
2.55E+02	2.20E+02	1.37E+15	1.96E-15	2.80E-13	0.007
2.56E+02	2.21E+02	1.36E+15	1.71E-15	3.10E-13	0.00554
2.57E+02	2.22E+02	1.35E+15	2.61E-15	3.42E-13	0.00764
2.58E+02	2.23E+02	1.35E+15	2.29E-15	3.79E-13	0.00604
2.59E+02	2.24E+02	1.34E+15	4.62E-15	4.17E-13	0.01109
2.60E+02	2.25E+02	1.34E+15	4.70E-15	4.58E-13	0.01027
2.61E+02	2.26E+02	1.33E+15	5.87E-15	5.23E-13	0.01124
2.62E+02	2.27E+02	1.32E+15	3.59E-15	5.72E-13	0.00628
2.63E+02	2.28E+02	1.32E+15	6.81E-15	6.25E-13	0.0109
2.64E+02	2.29E+02	1.31E+15	5.96E-15	6.81E-13	0.00874
2.65E+02	2.30E+02	1.31E+15	1.11E-14	7.42E-13	0.01499
2.66E+02	2.31E+02	1.30E+15	4.96E-15	8.08E-13	0.00614
2.67E+02	2.32E+02	1.30E+15	1.41E-14	8.78E-13	0.01602
2.68E+02	2.33E+02	1.29E+15	9.75E-15	9.54E-13	0.01022
2.69E+02	2.34E+02	1.28E+15	2.04E-14	1.04E-12	0.01963
2.70E+02	2.35E+02	1.28E+15	1.28E-14	1.13E-12	0.01133
2.71E+02	2.36E+02	1.27E+15	1.31E-14	1.22E-12	0.01071
2.72E+02	2.37E+02	1.27E+15	1.79E-14	1.32E-12	0.01353
2.73E+02	2.38E+02	1.26E+15	1.94E-14	1.43E-12	0.01363
2.74E+02	2.39E+02	1.26E+15	3.84E-14	1.54E-12	0.02491
2.75E+02	2.40E+02	1.25E+15	3.33E-14	1.66E-12	0.02007
2.76E+02	2.41E+02	1.25E+15	7.12E-14	1.79E-12	0.03976
2.77E+02	2.42E+02	1.24E+15	3.26E-14	1.93E-12	0.01693
2.78E+02	2.43E+02	1.24E+15	5.65E-14	2.08E-12	0.02721
2.79E+02	2.44E+02	1.23E+15	7.44E-14	2.23E-12	0.03332
2.80E+02	2.45E+02	1.23E+15	1.04E-13	2.41E-12	0.04325
2.81E+02	2.46E+02	1.22E+15	1.25E-13	2.59E-12	0.04816
2.82E+02	2.47E+02	1.22E+15	7.66E-14	2.77E-12	0.02761
2.83E+02	2.48E+02	1.21E+15	1.23E-13	2.97E-12	0.04137
2.84E+02	2.49E+02	1.21E+15	2.75E-14	3.19E-12	0.00864
2.85E+02	2.50E+02	1.20E+15	7.71E-14	3.41E-12	0.02258
2.86E+02	2.51E+02	1.20E+15	1.28E-13	3.66E-12	0.03492
2.87E+02	2.51E+02	1.19E+15	9.69E-14	3.86E-12	0.02511
2.88E+02	2.52E+02	1.19E+15	1.12E-13	5.51E-11	0.00203
2.89E+02	2.53E+02	1.19E+15	1.04E-13	5.87E-11	0.00177
2.90E+02	2.54E+02	1.18E+15	3.33E-13	6.41E-11	0.0052
2.91E+02	2.55E+02	1.18E+15	3.91E-13	7.00E-11	0.0056
2.92E+02	2.56E+02	1.17E+15	4.57E-13	7.63E-11	0.00599
2.93E+02	2.57E+02	1.17E+15	2.99E-13	8.32E-11	0.00359
2.94E+02	2.58E+02	1.16E+15	5.55E-13	9.06E-11	0.00612
2.95E+02	2.59E+02	1.16E+15	3.09E-13	9.88E-11	0.00313
2.96E+02	2.60E+02	1.16E+15	5.25E-13	1.08E-10	0.00487
2.97E+02	2.61E+02	1.15E+15	6.98E-13	1.17E-10	0.00594
2.98E+02	2.62E+02	1.15E+15	5.99E-13	1.28E-10	0.00468
2.99E+02	2.63E+02	1.14E+15	1.15E-12	1.40E-10	0.00821
3.00E+02	2.64E+02	1.14E+15	1.65E-12	1.87E-10	0.0088
3.01E+02	2.65E+02	1.13E+15	1.28E-12	2.03E-10	0.0063
3.02E+02	2.66E+02	1.13E+15	2.01E-12	2.20E-10	0.00915
3.03E+02	2.67E+02	1.12E+15	1.43E-12	2.38E-10	0.006
3.04E+02	2.68E+02	1.12E+15	1.92E-12	2.58E-10	0.00744
3.05E+02	2.69E+02	1.12E+15	2.09E-12	2.79E-10	0.0075
3.06E+02	2.70E+02	1.11E+15	1.47E-12	3.02E-10	0.00486
3.07E+02	2.71E+02	1.11E+15	2.97E-12	4.26E-10	0.00696
3.08E+02	2.72E+02	1.10E+15	2.21E-12	4.55E-10	0.00485
3.09E+02	2.73E+02	1.10E+15	1.69E-12	4.86E-10	0.00348
3.10E+02	2.74E+02	1.10E+15	2.09E-12	5.18E-10	0.00402
3.11E+02	2.75E+02	1.09E+15	2.77E-12	5.53E-10	0.00501
3.12E+02	2.76E+02	1.09E+15	2.85E-12	5.90E-10	0.00483
3.13E+02	2.77E+02	1.08E+15	5.26E-12	6.28E-10	0.00837
3.14E+02	2.78E+02	1.08E+15	5.97E-12	6.69E-10	0.00893
3.15E+02	2.79E+02	1.08E+15	4.89E-12	7.12E-10	0.00687
3.16E+02	2.80E+02	1.07E+15	4.50E-12	7.58E-10	0.00594
3.17E+02	2.81E+02	1.07E+15	4.54E-12	8.07E-10	0.00562
3.18E+02	2.82E+02	1.06E+15	6.39E-12	8.59E-10	0.00744
3.19E+02	2.83E+02	1.06E+15	5.61E-12	9.15E-10	0.00613
3.20E+02	2.84E+02	1.06E+15	4.42E-12	9.75E-10	0.00453
3.21E+02	2.85E+02	1.05E+15	2.41E-12	1.04E-09	0.00232
3.22E+02	2.86E+02	1.05E+15	8.67E-13	1.11E-09	0.00078
3.23E+02	2.87E+02	1.05E+15	4.51E-12	1.18E-09	0.00383
3.24E+02	2.88E+02	1.04E+15	6.63E-12	1.25E-09	0.00529
3.25E+02	2.89E+02	1.04E+15	1.22E-11	1.33E-09	0.00916
3.26E+02	2.90E+02	1.04E+15	1.53E-11	1.42E-09	0.01077
3.27E+02	2.91E+02	1.03E+15	1.93E-11	1.75E-09	0.01102
3.28E+02	2.93E+02	1.02E+15	2.05E-11	1.95E-09	0.01051
3.29E+02	2.95E+02	1.02E+15	2.00E-11	2.22E-09	0.00901
3.30E+02	2.97E+02	1.01E+15	2.14E-11	2.45E-09	0.00873
3.31E+02	2.99E+02	1.00E+15	2.48E-11	2.72E-09	0.00913
3.32E+02	3.01E+02	9.96E+14	2.66E-11	3.00E-09	0.00886
3.33E+02	3.03E+02	9.89E+14	3.27E-11	3.32E-09	0.00986
3.34E+02	3.05E+02	9.83E+14	4.04E-11	3.66E-09	0.01104
3.35E+02	3.07E+02	9.77E+14	5.97E-11	4.03E-09	0.01482
3.36E+02	3.09E+02	9.70E+14	7.08E-11	4.73E-09	0.01496
3.37E+02	3.11E+02	9.64E+14	9.74E-11	5.14E-09	0.01895
3.38E+02	3.13E+02	9.58E+14	1.15E-10	5.66E-09	0.02031
3.39E+02	3.15E+02	9.52E+14	1.61E-10	6.11E-09	0.02637
3.40E+02	3.17E+02	9.46E+14	2.11E-10	6.58E-09	0.0321
3.41E+02	3.19E+02	9.40E+14	1.86E-10	7.08E-09	0.0263
3.42E+02	3.21E+02	9.34E+14	2.46E-10	7.61E-09	0.0323
3.43E+02	3.23E+02	9.28E+14	2.45E-10	8.26E-09	0.02961
3.44E+02	3.25E+02	9.22E+14	2.95E-10	8.84E-09	0.03335
3.45E+02	3.27E+02	9.17E+14	4.19E-10	9.43E-09	0.04439
3.46E+02	3.29E+02	9.11E+14	5.46E-10	1.01E-08	0.05395
3.47E+02	3.31E+02	9.06E+14	5.41E-10	1.08E-08	0.05025
3.48E+02	3.33E+02	9.00E+14	5.81E-10	1.14E-08	0.05086
3.49E+02	3.35E+02	8.95E+14	6.26E-10	1.21E-08	0.05158
3.50E+02	3.37E+02	8.90E+14	5.14E-10	1.29E-08	0.03994
