210	1.76E+02	1.71E+15	2.13E-03	2.32E-03	0.91752	
211	1.77E+02	1.70E+15	2.14E-03	2.31E-03	0.92426	
212	1.78E+02	1.69E+15	2.10E-03	2.30E-03	0.91448	
213	1.79E+02	1.68E+15	2.13E-03	2.28E-03	0.93383	
214	1.80E+02	1.67E+15	2.10E-03	2.27E-03	0.92329	
215	1.81E+02	1.66E+15	2.10E-03	2.26E-03	0.93088	
216	1.82E+02	1.65E+15	2.09E-03	2.24E-03	0.92979	
217	1.83E+02	1.64E+15	2.06E-03	2.23E-03	0.92539	
218	1.84E+02	1.63E+15	2.08E-03	2.22E-03	0.93848	
219	1.85E+02	1.62E+15	2.05E-03	2.20E-03	0.93249	
220	1.86E+02	1.62E+15	2.07E-03	2.19E-03	0.9432	
221	1.87E+02	1.61E+15	2.07E-03	2.18E-03	0.9489	
222	1.88E+02	1.60E+15	2.03E-03	2.16E-03	0.9402	
223	1.89E+02	1.59E+15	2.00E-03	2.15E-03	0.93038	
224	1.90E+02	1.58E+15	2.02E-03	2.14E-03	0.94345	
225	1.91E+02	1.57E+15	2.03E-03	2.13E-03	0.95697	
226	1.92E+02	1.57E+15	2.02E-03	2.11E-03	0.95433	
227	1.93E+02	1.56E+15	1.94E-03	2.10E-03	0.9213	
228	1.94E+02	1.55E+15	2.01E-03	2.09E-03	0.96314	
229	1.95E+02	1.54E+15	2.02E-03	2.08E-03	0.97215	
230	1.96E+02	1.53E+15	1.93E-03	2.06E-03	0.9334	
231	1.97E+02	1.52E+15	1.98E-03	2.05E-03	0.966	
232	1.98E+02	1.52E+15	1.99E-03	2.04E-03	0.97427	
233	1.98E+02	1.51E+15	1.98E-03	2.03E-03	0.97357	
234	2.00E+02	1.50E+15	1.95E-03	2.02E-03	0.96499	
235	2.01E+02	1.50E+15	1.97E-03	2.00E-03	0.98495	
236	2.02E+02	1.49E+15	1.97E-03	1.99E-03	0.98747	
237	2.03E+02	1.48E+15	1.96E-03	1.98E-03	0.98922	
238	2.04E+02	1.47E+15	1.94E-03	1.97E-03	0.98309	
239	2.05E+02	1.47E+15	1.92E-03	1.96E-03	0.98012	
240	2.06E+02	1.46E+15	1.52E-03	2.00E-03	0.75946	
241	2.07E+02	1.45E+15	1.48E-03	1.99E-03	0.74526	
242	2.07E+02	1.45E+15	1.55E-03	1.98E-03	0.78463	
243	2.08E+02	1.44E+15	1.58E-03	1.97E-03	0.80208	
244	2.09E+02	1.44E+15	1.73E-03	1.96E-03	0.8811	
245	2.10E+02	1.43E+15	1.84E-03	1.95E-03	0.94337	
246	2.11E+02	1.42E+15	1.85E-03	1.94E-03	0.95399	
247	2.12E+02	1.42E+15	1.88E-03	1.93E-03	0.97131	
248	2.13E+02	1.41E+15	1.85E-03	1.92E-03	0.96497	
249	2.14E+02	1.40E+15	1.86E-03	1.91E-03	0.9725	
250	2.15E+02	1.40E+15	1.84E-03	1.90E-03	0.97213	
251	2.16E+02	1.39E+15	1.86E-03	1.89E-03	0.98484	
252	2.17E+02	1.38E+15	1.79E-03	1.88E-03	0.95415	
253	2.18E+02	1.38E+15	1.84E-03	1.86E-03	0.98849	
254	2.19E+02	1.37E+15	1.80E-03	1.85E-03	0.96953	
255	2.20E+02	1.37E+15	1.84E-03	1.84E-03	0.99619	
256	2.21E+02	1.36E+15	1.82E-03	1.83E-03	0.99546	
257	2.22E+02	1.35E+15	1.77E-03	1.82E-03	0.9721	
258	2.23E+02	1.35E+15	1.80E-03	1.81E-03	0.99368	
259	2.24E+02	1.34E+15	1.79E-03	1.80E-03	0.99472	
260	2.25E+02	1.34E+15	1.78E-03	1.79E-03	0.99169	
261	2.26E+02	1.33E+15	1.74E-03	1.78E-03	0.97511	
262	2.27E+02	1.32E+15	1.76E-03	1.77E-03	0.99474	
263	2.28E+02	1.32E+15	1.76E-03	1.76E-03	0.9981	
264	2.29E+02	1.31E+15	1.73E-03	1.75E-03	0.98995	
265	2.30E+02	1.31E+15	1.64E-03	1.74E-03	0.94479	
266	2.31E+02	1.30E+15	1.69E-03	1.73E-03	0.97337	
267	2.32E+02	1.30E+15	1.70E-03	1.72E-03	0.9876	
268	2.33E+02	1.29E+15	1.70E-03	1.71E-03	0.99492	
269	2.34E+02	1.28E+15	1.69E-03	1.70E-03	0.99479	
270	2.35E+02	1.28E+15	1.68E-03	1.69E-03	0.99187	
271	2.36E+02	1.27E+15	1.66E-03	1.68E-03	0.98783	
272	2.37E+02	1.27E+15	1.65E-03	1.67E-03	0.98629	
273	2.38E+02	1.26E+15	1.63E-03	1.66E-03	0.9813	
274	2.39E+02	1.26E+15	1.58E-03	1.66E-03	0.95405	
275	2.40E+02	1.25E+15	1.60E-03	1.65E-03	0.97496	
276	2.41E+02	1.25E+15	1.61E-03	1.64E-03	0.98254	
277	2.42E+02	1.24E+15	1.60E-03	1.63E-03	0.98478	
278	2.43E+02	1.24E+15	1.60E-03	1.62E-03	0.99102	
279	2.44E+02	1.23E+15	1.59E-03	1.61E-03	0.98839	
280	2.45E+02	1.23E+15	1.58E-03	1.60E-03	0.98948	
281	2.46E+02	1.22E+15	1.57E-03	1.59E-03	0.98724	
282	2.47E+02	1.22E+15	1.57E-03	1.58E-03	0.98881	
283	2.48E+02	1.21E+15	1.56E-03	1.58E-03	0.99103	
284	2.49E+02	1.21E+15	1.53E-03	1.57E-03	0.97924	
285	2.50E+02	1.20E+15	1.26E-03	1.56E-03	0.80879	
286	2.51E+02	1.20E+15	1.51E-03	1.55E-03	0.97204	
287	2.51E+02	1.19E+15	1.45E-03	1.54E-03	0.94116	
288	2.52E+02	1.19E+15	1.49E-03	1.54E-03	0.96788	
289	2.53E+02	1.19E+15	1.51E-03	1.53E-03	0.98639	
290	2.54E+02	1.18E+15	1.51E-03	1.52E-03	0.99234	
291	2.55E+02	1.18E+15	1.50E-03	1.52E-03	0.99187	
292	2.56E+02	1.17E+15	1.49E-03	1.51E-03	0.99051	
293	2.57E+02	1.17E+15	1.49E-03	1.50E-03	0.99203	
294	2.58E+02	1.16E+15	1.48E-03	1.49E-03	0.99153	
295	2.59E+02	1.16E+15	1.47E-03	1.48E-03	0.9921	
296	2.60E+02	1.16E+15	1.45E-03	1.48E-03	0.98449	
297	2.61E+02	1.15E+15	1.46E-03	1.47E-03	0.993	
298	2.62E+02	1.15E+15	1.44E-03	1.46E-03	0.98723	
299	2.63E+02	1.14E+15	1.44E-03	1.45E-03	0.99269	
300	2.64E+02	1.14E+15	1.44E-03	1.45E-03	0.99487	
301	2.65E+02	1.13E+15	1.43E-03	1.44E-03	0.99139	
302	2.66E+02	1.13E+15	1.42E-03	1.43E-03	0.99365	
303	2.67E+02	1.12E+15	1.41E-03	1.42E-03	0.99066	
304	2.68E+02	1.12E+15	1.39E-03	1.42E-03	0.9808	
305	2.69E+02	1.12E+15	1.40E-03	1.41E-03	0.99164	
306	2.70E+02	1.11E+15	1.39E-03	1.40E-03	0.98847	
307	2.71E+02	1.11E+15	1.39E-03	1.39E-03	0.99408	
308	2.72E+02	1.10E+15	1.37E-03	1.39E-03	0.99037	
309	2.73E+02	1.10E+15	1.37E-03	1.38E-03	0.99205	
310	2.74E+02	1.10E+15	1.34E-03	1.37E-03	0.97444	
311	2.75E+02	1.09E+15	1.36E-03	1.37E-03	0.99578	
312	2.76E+02	1.09E+15	1.35E-03	1.36E-03	0.99447	
313	2.77E+02	1.08E+15	1.34E-03	1.35E-03	0.99249	
314	2.78E+02	1.08E+15	1.34E-03	1.35E-03	0.99605	
315	2.79E+02	1.08E+15	1.33E-03	1.34E-03	0.99212	
316	2.80E+02	1.07E+15	1.31E-03	1.33E-03	0.98247	
317	2.81E+02	1.07E+15	1.31E-03	1.33E-03	0.9923	
318	2.82E+02	1.06E+15	1.31E-03	1.32E-03	0.99514	
319	2.83E+02	1.06E+15	1.30E-03	1.31E-03	0.99359	
320	2.84E+02	1.06E+15	1.30E-03	1.31E-03	0.99351	
321	2.85E+02	1.05E+15	1.29E-03	1.30E-03	0.9972	
322	2.86E+02	1.05E+15	1.29E-03	1.29E-03	0.99633	
323	2.87E+02	1.05E+15	1.28E-03	1.29E-03	0.99262	
324	2.88E+02	1.04E+15	1.27E-03	1.28E-03	0.99406	
325	2.89E+02	1.04E+15	1.27E-03	1.27E-03	0.99528	
326	2.90E+02	1.04E+15	1.26E-03	1.27E-03	0.99532	
327	2.91E+02	1.03E+15	1.25E-03	1.26E-03	0.99292	
328	2.93E+02	1.02E+15	1.24E-03	1.24E-03	0.99652	
329	2.95E+02	1.02E+15	1.23E-03	1.23E-03	0.99444	
330	2.97E+02	1.01E+15	1.21E-03	1.22E-03	0.99366	
331	2.99E+02	1.00E+15	1.19E-03	1.21E-03	0.98877	
332	3.01E+02	9.96E+14	1.18E-03	1.20E-03	0.98843	
333	3.03E+02	9.89E+14	1.17E-03	1.18E-03	0.98414	
334	3.05E+02	9.83E+14	1.16E-03	1.17E-03	0.98944	
335	3.07E+02	9.77E+14	1.15E-03	1.16E-03	0.99115	
336	3.09E+02	9.70E+14	1.14E-03	1.15E-03	0.99143	
337	3.11E+02	9.64E+14	1.13E-03	1.14E-03	0.99412	
338	3.13E+02	9.58E+14	1.12E-03	1.13E-03	0.99271	
339	3.15E+02	9.52E+14	1.11E-03	1.12E-03	0.99513	
340	3.17E+02	9.46E+14	1.10E-03	1.11E-03	0.99425	
341	3.19E+02	9.40E+14	1.09E-03	1.10E-03	0.99487	
342	3.21E+02	9.34E+14	1.07E-03	1.09E-03	0.98464	
343	3.23E+02	9.28E+14	1.07E-03	1.08E-03	0.99562	
344	3.25E+02	9.22E+14	1.07E-03	1.07E-03	0.99777	
345	3.27E+02	9.17E+14	1.05E-03	1.06E-03	0.98977	
346	3.29E+02	9.11E+14	1.04E-03	1.05E-03	0.99519	
347	3.31E+02	9.06E+14	1.03E-03	1.04E-03	0.99429	
348	3.33E+02	9.00E+14	1.02E-03	1.03E-03	0.99386	
349	3.35E+02	8.95E+14	1.01E-03	1.02E-03	0.98881	
350	3.37E+02	8.90E+14	1.00E-03	1.01E-03	0.99234	
351	3.39E+02	8.84E+14	9.98E-04	1.00E-03	0.99612	
352	3.41E+02	8.79E+14	9.88E-04	9.92E-04	0.99541	
353	3.43E+02	8.74E+14	9.81E-04	9.85E-04	0.99547	
354	3.45E+02	8.69E+14	9.67E-04	9.76E-04	0.99073	
355	3.47E+02	8.64E+14	9.63E-04	9.68E-04	0.99527	
356	3.49E+02	8.59E+14	9.55E-04	9.59E-04	0.99621	
357	3.51E+02	8.54E+14	9.48E-04	9.51E-04	0.99706	
358	3.53E+02	8.49E+14	9.39E-04	9.42E-04	0.99614	
359	3.55E+02	8.44E+14	9.30E-04	9.34E-04	0.99592	
