271	235.5	1.27E+15	1.12E-03	1.14E-03	0.98571
272	236.5	1.27E+15	1.11E-03	1.13E-03	0.98624
273	237.5	1.26E+15	1.10E-03	1.12E-03	0.97936
274	238.5	1.26E+15	1.08E-03	1.12E-03	0.96925
275	239.5	1.25E+15	1.09E-03	1.11E-03	0.97652
276	240.5	1.25E+15	1.09E-03	1.11E-03	0.98282
277	241.5	1.24E+15	1.08E-03	1.10E-03	0.98215
278	242.5	1.24E+15	1.08E-03	1.09E-03	0.98749
279	243.5	1.23E+15	1.07E-03	1.09E-03	0.98042
280	244.5	1.23E+15	1.07E-03	1.08E-03	0.98562
281	245.5	1.22E+15	1.06E-03	1.08E-03	0.9884
282	246.5	1.22E+15	1.06E-03	1.07E-03	0.98826
283	247.5	1.21E+15	1.05E-03	1.06E-03	0.98552
284	248.5	1.21E+15	1.03E-03	1.06E-03	0.9745
285	249.5	1.20E+15	8.16E-04	1.05E-03	0.77571
286	250.5	1.20E+15	1.00E-03	1.05E-03	0.95959
287	251.3	1.19E+15	9.81E-04	1.04E-03	0.94141
288	251.8	1.19E+15	1.01E-03	1.04E-03	0.96746
289	252.5	1.19E+15	1.02E-03	1.04E-03	0.98657
290	253.5	1.18E+15	1.02E-03	1.03E-03	0.99095
291	254.5	1.18E+15	1.00E-03	1.02E-03	0.97766
292	255.5	1.17E+15	1.00E-03	1.02E-03	0.98355
293	256.5	1.17E+15	1.00E-03	1.01E-03	0.98647
294	257.5	1.16E+15	9.96E-04	1.01E-03	0.98831
295	258.5	1.16E+15	9.93E-04	1.00E-03	0.98997
296	259.5	1.16E+15	9.87E-04	9.98E-04	0.98961
297	260.5	1.15E+15	9.87E-04	9.96E-04	0.99097
298	261.5	1.15E+15	9.77E-04	9.91E-04	0.98645
299	262.5	1.14E+15	9.76E-04	9.85E-04	0.99037
300	263.5	1.14E+15	9.72E-04	9.80E-04	0.99137
301	264.5	1.13E+15	9.63E-04	9.75E-04	0.98809
302	265.5	1.13E+15	9.60E-04	9.70E-04	0.99003
303	266.5	1.12E+15	9.42E-04	9.65E-04	0.97656
304	267.5	1.12E+15	9.38E-04	9.60E-04	0.97657
305	268.5	1.12E+15	9.45E-04	9.55E-04	0.98946
306	269.5	1.11E+15	9.25E-04	9.50E-04	0.97383
307	270.5	1.11E+15	9.21E-04	9.45E-04	0.97396
308	271.5	1.10E+15	9.20E-04	9.40E-04	0.97784
309	272.5	1.10E+15	9.19E-04	9.36E-04	0.982
310	273.5	1.10E+15	9.10E-04	9.31E-04	0.97804
311	274.5	1.09E+15	9.12E-04	9.26E-04	0.98469
312	275.5	1.09E+15	9.10E-04	9.21E-04	0.98733
313	276.5	1.08E+15	9.00E-04	9.17E-04	0.98191
314	277.5	1.08E+15	9.07E-04	9.12E-04	0.99391
315	278.5	1.08E+15	8.98E-04	9.07E-04	0.98943
316	279.5	1.07E+15	8.76E-04	9.03E-04	0.97012
317	280.5	1.07E+15	8.85E-04	8.98E-04	0.98461
318	281.5	1.06E+15	8.88E-04	8.94E-04	0.99392
319	282.5	1.06E+15	8.80E-04	8.89E-04	0.98951
320	283.5	1.06E+15	8.65E-04	8.85E-04	0.97771
321	284.5	1.05E+15	8.75E-04	8.81E-04	0.99329
322	285.5	1.05E+15	8.67E-04	8.76E-04	0.98898
323	286.5	1.05E+15	8.63E-04	8.72E-04	0.99018
324	287.5	1.04E+15	8.59E-04	8.68E-04	0.99066
325	288.5	1.04E+15	8.56E-04	8.63E-04	0.99105
326	289.5	1.04E+15	8.51E-04	8.59E-04	0.99039
327	291	1.03E+15	8.40E-04	8.53E-04	0.98557
328	293	1.02E+15	8.39E-04	8.45E-04	0.99325
329	295	1.02E+15	8.25E-04	8.36E-04	0.98607
330	297	1.01E+15	8.21E-04	8.28E-04	0.99099
331	299	1.00E+15	8.10E-04	8.20E-04	0.98702
332	301	9.96E+14	7.96E-04	8.13E-04	0.97923
333	303	9.89E+14	7.92E-04	8.05E-04	0.98402
334	305	9.83E+14	7.89E-04	7.97E-04	0.98986
335	307	9.77E+14	7.86E-04	7.90E-04	0.99493
336	309	9.70E+14	7.68E-04	7.82E-04	0.98159
337	311	9.64E+14	7.71E-04	7.75E-04	0.99437
338	313	9.58E+14	7.60E-04	7.68E-04	0.98941
339	315	9.52E+14	7.56E-04	7.61E-04	0.99242
340	317	9.46E+14	7.47E-04	7.54E-04	0.99003
341	319	9.40E+14	7.40E-04	7.47E-04	0.98956
342	321	9.34E+14	7.34E-04	7.41E-04	0.99104
343	323	9.28E+14	7.27E-04	7.34E-04	0.98989
344	325	9.22E+14	7.24E-04	7.27E-04	0.99516
345	327	9.17E+14	7.14E-04	7.21E-04	0.99079
346	329	9.11E+14	7.09E-04	7.14E-04	0.99243
347	331	9.06E+14	7.03E-04	7.08E-04	0.99315
348	333	9.00E+14	6.95E-04	7.02E-04	0.98999
349	335	8.95E+14	6.89E-04	6.96E-04	0.99005
350	337	8.90E+14	6.83E-04	6.89E-04	0.99032
351	339	8.84E+14	6.80E-04	6.83E-04	0.99559
352	341	8.79E+14	6.74E-04	6.77E-04	0.99551
353	343	8.74E+14	6.68E-04	6.75E-04	0.99071
354	345	8.69E+14	6.60E-04	6.69E-04	0.98692
355	347	8.64E+14	6.55E-04	6.63E-04	0.98863
356	349	8.59E+14	6.49E-04	6.57E-04	0.98794
357	351	8.54E+14	6.45E-04	6.52E-04	0.99034
358	353	8.49E+14	6.42E-04	6.46E-04	0.99401
359	355	8.44E+14	6.36E-04	6.41E-04	0.99298
360	357	8.40E+14	6.32E-04	6.35E-04	0.99559
361	359	8.35E+14	6.23E-04	6.30E-04	0.98898
362	361	8.30E+14	6.19E-04	6.25E-04	0.99081
363	363	8.26E+14	6.14E-04	6.20E-04	0.99108
364	364	8.24E+14	6.14E-04	6.17E-04	0.99523
365	365	8.21E+14	6.02E-04	7.22E-04	0.83417
366	367	8.17E+14	6.00E-04	7.16E-04	0.83892
367	369	8.12E+14	5.94E-04	7.12E-04	0.83459
368	371	8.08E+14	5.80E-04	7.06E-04	0.82107
369	373	8.04E+14	5.68E-04	7.00E-04	0.81086
370	375	7.99E+14	5.85E-04	6.94E-04	0.84312
371	377	7.95E+14	5.82E-04	6.88E-04	0.84655
372	379	7.91E+14	6.06E-04	6.82E-04	0.88886
373	381	7.87E+14	6.27E-04	6.76E-04	0.9271
374	383	7.83E+14	5.71E-04	6.70E-04	0.85133
375	385	7.79E+14	6.39E-04	6.65E-04	0.96046
376	387	7.75E+14	6.30E-04	6.59E-04	0.95578
377	389	7.71E+14	5.57E-04	6.54E-04	0.85283
378	391	7.67E+14	6.38E-04	6.48E-04	0.98421
379	393	7.63E+14	6.25E-04	6.43E-04	0.97194
380	395	7.59E+14	6.20E-04	6.38E-04	0.97285
381	397	7.55E+14	5.36E-04	6.32E-04	0.84808
382	399	7.51E+14	6.15E-04	6.27E-04	0.98074
383	401	7.48E+14	6.12E-04	6.22E-04	0.98415
384	403	7.44E+14	5.93E-04	6.17E-04	0.96198
385	405	7.40E+14	6.05E-04	6.12E-04	0.98812
386	407	7.37E+14	5.86E-04	6.07E-04	0.96591
387	409	7.33E+14	5.62E-04	6.02E-04	0.93389
388	411	7.29E+14	5.20E-04	5.97E-04	0.87011
389	413	7.26E+14	5.75E-04	5.92E-04	0.97126
390	415	7.22E+14	5.75E-04	5.88E-04	0.978
391	417	7.19E+14	5.76E-04	5.83E-04	0.98811
392	419	7.15E+14	5.72E-04	5.78E-04	0.98878
393	421	7.12E+14	5.69E-04	5.74E-04	0.99149
394	423	7.09E+14	5.65E-04	5.69E-04	0.99213
395	425	7.05E+14	5.55E-04	5.65E-04	0.9833
396	427	7.02E+14	5.47E-04	5.61E-04	0.97637
